dataset,id,chain,addr,contractname,fp_sol,fp_sol2,fp_bytecode,fp_runtime,property,SWC,DASP
SolidiFI,Overflow-Underflow-24,,,FomoFeast,8da0f2be5480369b8760a9cf6db0c6f0,60d7769bbbbf41bf9c4e3211924ab152,,,['Overflow-Underflow'],[101],[3]
SolidiFI,Overflow-Underflow-25,,,WhiteBetting,c26f124badb3b7c335a0ecf0008d7664,80523a3c658ec94a52ca7851b3038c6e,,,['Overflow-Underflow'],[101],[3]
SolidiFI,Overflow-Underflow-16,,,ExclusivePlatform,c9955f0b5d7553e55284fa7e82017c1e,dfb1254de8d1d60f4ce0e17e42d58ff0,,,['Overflow-Underflow'],[101],[3]
SolidiFI,Overflow-Underflow-26,,,UBBCToken,271cb70894d8d948500ed3548ed33925,d12a1d9f68775cf8e3deab3c5dcaf48d,,,['Overflow-Underflow'],[101],[3]
NotSoSmartC,SpankChain_Payment,main,0xf91546835f756da0c10cfa0cda95b15577b84aa7,LedgerChannel,40edf8345391a754091af7ba7b28678f,2494529f02f69f32b4e1f50d182b7d80,0451a0320c76d64e1ad44b853dffbbca,10ed748fd2a41a97daf2f638154dd7f2,"['SWC-107', 'reentrancy']",[107],[1]
SolidiFI,Overflow-Underflow-17,,,AZT,2130c1d63bf4b83ef1554ce5a233ed74,6abf1bc71e56913af796188c792a89c6,,,['Overflow-Underflow'],[101],[3]
SBcurated,lottery,,,Lottery,65358e508c5a5823bd6723c5362214b7,1b3e25c38211fee7f1105a9fe7dae37b,,,['bad_randomness'],[120],[6]
NotSoSmartC,Unprotected,,,Unprotected,9fd24ca39786ffae28da3201cb595a93,d76b714cb1c1b50480988b7184f5e072,,,"['SWC-124', 'access_control-124']",[124],[2]
NotSoSmartC,Unprotected_fixed,,,Unprotected,0c1dd2d929bd99da1cb41086bb9e58c6,4b6e70f94735906d5bcbe4ce39eaa47d,,,[],[],[]
SBcurated,lotto,,,Lotto,c661e2c8d2f7f72b0374a3f021f1dc06,2d1fdaae298e971c137c794334e1a907,,,['unchecked_low_level_calls'],[104],[4]
SBcurated,multiowned_vulnerable,,,TestContract,6ec9a5576cdb930ffb9a1446cef62006,04080e7044eb2d7ec342cc2d32e5e27d,,,"['SWC-105', 'access_control-105']",[105],[2]
SBcurated,mycontract,,,MyContract,f0bedafeb5ee2a1e1a7968e5498f67c3,5c0b60f42a26121838f2002acf14aca6,,,['access_control-115'],[115],[2]
SBcurated,name_registrar,,,NameRegistrar,0cdbbeab4de6b46689588c1ae5d2e97c,795a6184f38e2c5c4d4ad4697ca87330,,,['other-109'],[109],[10]
SolidiFI,Overflow-Underflow-18,,,_Yesbuzz,42f7ca44d46d231688c465ea71f64d5e,e59053fc6238d7c136dc48059d1f1485,,,['Overflow-Underflow'],[101],[3]
SBcurated,odds_and_evens,,,OddsAndEvens,9280f2f8a04f559485d7bdfd31fcc34b,0c1a4514ce38ca752959f86965c6f769,,,['front_running'],[114],[7]
SBcurated,old_blockhash,,,PredictTheBlockHashChallenge,0c11eade660c549fd30cc7b4007f6ef2,63885a405733f81e94d4244b49c1539b,,,"['SWC-120', 'bad_randomness']",[120],[6]
SolidiFI,Overflow-Underflow-19,,,ethBank,67200292fb68982fb958ca8524e05a3e,170b2b0bc25fdf080e28fea3c2f05c4a,,,['Overflow-Underflow'],[101],[3]
NotSoSmartC,BobAlice,,,Bob,35f0c6baa4cfaa3c4890f332f0b19758,9888440ca1203fd1f84f3aa681c624a0,,,['Incorrect interface'],[],[10]
NotSoSmartC,BobAlice_fixed,,,Bob,e3b929f35c248b5cc0554436e121eef1,d405dd738a643fc9bed7062dcc2cf1fa,,,[],[],[]
NotSoSmartC,CrowdFundBad,,,CrowdFundBad,bbb71945c27adb7e562bb42ab3a610bb,cdf943b38339121a08f2821130adb132,,,"['SWC-113', 'SWC-128']","[113, 128]",[5]
NotSoSmartC,CrowdFundPull,,,CrowdFundPull,b919aba3600d5478defdf971ef884c26,2cce1ee255e563789b229b2da99e58a8,,,[],[],[]
NotSoSmartC,CrowdFundSafe,,,CrowdFundSafe,f1d29c04e1131e4beb757fe72dcf7224,20bbe0ea3f8a70747c1b4e57250de45c,,,['SWC-113'],[113],[5]
NotSoSmartC,DAO,main,0xbb9bc244d798123fde783fcc1c72d3bb8c189413,DAO,7664c901c397094e9fa2b9b250fabac1,7664c901c397094e9fa2b9b250fabac1,5e3e31109f97da9bce3684872f9e9d9d,86125aabe5606b566ed6a678c3783859,['SWC-107'],[107],[1]
NotSoSmartC,DosAuction,,,DosAuction,6ae664310e55006657614c53629a4da9,138cb72537cfbd7edd95a2f7b833f422,,,"['SWC-113', 'denial_of_service-113']",[113],[5]
NotSoSmartC,GiftBox,main,0x13c547ff0888a0a876e6f1304eaefe9e6e06fc4b,NEW_YEARS_GIFT,2ee2dcf24eb99743fbe0392f8bf6ad4b,7338c3990123b2ade052847e8aa7e8a2,caea4515beb28c4b6412be8b0d0e07f9,7a0b4247781c2b6cc6201d8bdcde28b1,['Honeypot Hidden state update'],[996],[10]
SBcurated,lottopollo,,,lottopollo,56db50c77b9d2b6960c93e739e7592b9,ffc69d2ac1a1ce5ef2ce48384762222a,,,['time_manipulation'],[116],[8]
NotSoSmartC,KOTH,main,0x7e97c48497a8d650dc030744b74c81e29816f8e3,CEOThrone,52b192177711c0e46c4ff379014f10e3,860d73566169c9e90a1a7e4d33e65ec6,8bdeb0f9bf0c21c65b2d8c6ab200c012,66afdf219f582792ac40bb2c751f9790,['Honeypot Inheritance disorder'],[996],[10]
NotSoSmartC,KingOfTheEtherThrone,,,KingOfTheEtherThrone,571a03ada9deda17253fa276d1eca7e4,2830e42c1ed3e95817fe9b7378691ac0,,,['SWC-104'],[104],[4]
NotSoSmartC,Lottery,rinkeby,0x492ec342731fa806d597cca2dd4fed1d1dab58c1,OpenAddressLottery,65a7a297912d49dd88069644494448fe,65a7a297912d49dd88069644494448fe,,,['Honeypot Uninitialised struct'],[996],[10]
NotSoSmartC,Multiplicator,main,0xdf77e4a81fba17e0cc39dba521aa4167f388ed7c,Multiplicator,c21dc8ea873bfbdd614e04003fe63962,035c17372ddf9a30991f65c0e811cf28,ad583c943a22e31569632406bd2226cd,2011d255fa5ee7aa031b0d9a69195719,['Honeypot Balance disorder'],[996],[10]
NotSoSmartC,PrivateBank,main,0x95d34980095380851902ccd9a1fb4c813c2cb639,Private_Bank,66735e26f9d16cbced1aae9240223866,50b287b828abc9540abe80cc5b96ba8c,7affbca0a7d0e3ccc1f9417d756f9285,32ae291452b953c71d7728749eeffd26,['Honeypot Straw man contract'],[996],[10]
NotSoSmartC,RaceCondition,,,RaceCondition,cd7b42cc3b01f08f57ba4c593dd9cf9a,cf6bc9ac40d753685ba2314deca3c6fb,,,['SWC-114'],[114],[7]
NotSoSmartC,Reentrancy,,,Reentrance,98cfc03fad0393f425923faf55d2155a,4adf8926708ad327e4fb44d3dc1c8c46,,,"['SWC-107', 'reentrancy']",[107],[1]
NotSoSmartC,Reentrancy_fixed1,,,Reentrance,68b3147172092e5329d3a69c21bd56b7,da899845ae91ec126629995f913c24ab,,,[],[],[]
NotSoSmartC,Reentrancy_fixed2,,,Reentrance,3990ac560232a74d7ad2e3242bdbb647,b6dab9a3a5b07afe59b1034faf4523bb,,,[],[],[]
NotSoSmartC,Rubixi,,,Rubixi,e437f13dddf0769cf338314f3d2d1aad,6d462a82d1660812d909ab4689120eb6,,,"['SWC-118', 'access_control-105']","[105, 118]",[2]
NotSoSmartC,SecureAuction,,,SecureAuction,5d84c2027026b4128cfe6696678f5d39,3b004c4c6c80c628d486ca7a3477df56,,,[],[],[]
NotSoSmartC,VarLoop,main,0x791d0463b8813b827807a36852e4778be01b704e,Test1,dd96e3835ae476f094395821731716f0,c88d4e5e16feac0659670b28cd48f5a7,ab968c0253fab2b46eb197402794be7e,9785cdb08aa78e1ae0a942acd9b1a156,['Honeypot Type overflow'],[996],[10]
NotSoSmartC,WalletLibrary,main,0xa657491c1e7f16adb39b9b60e87bbb8d93988bc3,WalletLibrary,9d1eeae48b8f2d1c0d1d9a88bf24a9eb,85abfcf968eb5d77d40b2d04842deeed,f2e158edf85938076f60e7868edce86a,88a4df3ca30a879f5840495bc8784cd0,"['SWC-124', 'access_control-106', 'access_control-124']","[106, 124]",[2]
NotSoSmartC,coin,,,MyAdvancedToken,b155d7b39f24a8146543e101a00dc241,c54e387aa95742c638e86798522b8ca4,,,['SWC-132'],[132],[5]
NotSoSmartC,incorrect_constructor,,,Missing,1a3fed4a065718e78e0354cf8eee36e5,1b2b76161aec98b1cd852d35f1ae8585,,,['SWC-118'],[118],[2]
NotSoSmartC,inherited_state,,,C,03cc40173ec094dc4567c81b6ff513b3,03cc40173ec094dc4567c81b6ff513b3,,,['SWC-119'],[119],[10]
NotSoSmartC,integer_overflow_1_fixed,,,Overflow,60d3fc235dcd75f2ba754b1dc3c3d939,749f56be5df9d7d43b2fa6932fb1888c,,,[],[],[]
NotSoSmartC,theRun,,,theRun,1b6fbdc64282f1734f814c740fcb09ac,1b6fbdc64282f1734f814c740fcb09ac,,,['SWC-120'],[120],[6]
SBcurated,0x01f8c4e3fa3edeb29e514cba738d87ce8c091d3f,main,0x01f8c4e3fa3edeb29e514cba738d87ce8c091d3f,PERSONAL_BANK,0cdc64278f3169e4b4be494f50a9067f,604f74020f0f0d34e4b905ce1f8d0627,0896443639563dc9cea0c9d588813604,905460b2e8fbcab88dcdf8efa17718d5,['reentrancy'],[107],[1]
SBcurated,0x07f7ecb66d788ab01dc93b9b71a88401de7d0f2e,main,0x07f7ecb66d788ab01dc93b9b71a88401de7d0f2e,PoCGame,496d4aaf2411621a61975ed7495b426a,6ef18940773949abe37558a43d34ca54,2ad80da241aac26ad35bb88dc2d20a72,c8f314b08496ba18116ab0c95dee1568,['unchecked_low_level_calls'],[104],[4]
SBcurated,0x0cbe050f75bc8f8c2d6c0d249fea125fd6e1acc9,main,0x0cbe050f75bc8f8c2d6c0d249fea125fd6e1acc9,Caller,fa0090b4c9fe41fe050b91251d4297c5,e81509570ea72fe757486c3cc13c59fc,51dc5794c06c504c19b49a1be4a245c1,57ed68fcea210b028d7bc1d5c5fdd27c,['unchecked_low_level_calls'],[104],[4]
SBcurated,0x19cf8481ea15427a98ba3cdd6d9e14690011ab10,main,0x19cf8481ea15427a98ba3cdd6d9e14690011ab10,daoPOLSKAtokens,eb8f531bdd6151db0e60f045fce86d1a,52ea7d900878cc29782457b91617d7c3,5a175351a63a170d1c248b21b9b8b2ca,333779dc1ae44fc3b080dba01f1582cd,['unchecked_low_level_calls'],[104],[4]
SBcurated,0x2972d548497286d18e92b5fa1f8f9139e5653fd2,main,0x2972d548497286d18e92b5fa1f8f9139e5653fd2,demo,fac43d3a00a372149391742bf3542bf3,0149f77e4879e6a2705fca526c3139d0,86a99a3bcc2ef4ca2e822a885ef9c50e,53c1cac7debcf295c8893d8ef9d2c3a4,['unchecked_low_level_calls'],[104],[4]
SBcurated,0x39cfd754c85023648bf003bea2dd498c5612abfa,main,0x39cfd754c85023648bf003bea2dd498c5612abfa,TokenBank,88f76d47fd48a0d7142dd77c6eb24e86,f9c1ddd9fed2650423696d69f4cd1303,1ca15fea6ac35c9153d504529ab73260,a5dffbcbb0ac2413b38068faf0aedef8,['unchecked_low_level_calls'],[104],[4]
SBcurated,0x3a0e9acd953ffc0dd18d63603488846a6b8b2b01,main,0x3a0e9acd953ffc0dd18d63603488846a6b8b2b01,TokenBank,9625bb2120997df38d1c2c3abad544d4,8788741dcb3e66d4bd257f6029b6ef75,005bf7f4e7fbae4948eaf4d68f163037,89cb0bf7f5a4370f10c06430aec6b7c3,['unchecked_low_level_calls'],[104],[4]
SBcurated,0x4051334adc52057aca763453820cb0e045076ef3,main,0x4051334adc52057aca763453820cb0e045076ef3,airdrop,8d3c46e54d293cafe1c71aa6b0afd2f8,8f4d453de249ab4965af0f95396b4363,1bf799a44525f449a0470195127fd41e,c0c182cf60e2389d89a04698e94cbcac,['unchecked_low_level_calls'],[104],[4]
SBcurated,0x4a66ad0bca2d700f11e1f2fc2c106f7d3264504c,main,0x4a66ad0bca2d700f11e1f2fc2c106f7d3264504c,EBU,43c1aafd835e7d0696476c5b669aafbe,ea9f2e3e40d6b51ea05499de519fa972,cd57167321a2425838151c8a766f032f,61179967ab896377893c94fb0f90cc9b,['unchecked_low_level_calls'],[104],[4]
SBcurated,wallet_03_wrong_constructor,,,Wallet,de94212c27100639e1081ecddd2e0b13,724be968a7a0f06ca36dc65c6bdcb9eb,,,"['SWC-105', 'access_control-105']",[105],[2]
SBcurated,0x524960d55174d912768678d8c606b4d50b79d7b1,main,0x524960d55174d912768678d8c606b4d50b79d7b1,Centra4,417de51398cd0abd60af4939880daee5,fb12b6c61e15eab6f91ae7dcec44e9a6,768e16837e036b5d566d6a852b77619c,c9d04813fbfeaf6bb3e6b3d13ba84346,['unchecked_low_level_calls'],[104],[4]
SBcurated,0x52d2e0f9b01101a59b38a3d05c80b7618aeed984,main,0x52d2e0f9b01101a59b38a3d05c80b7618aeed984,EtherGet,63753d986c8c3294de2b15caf9b24f66,1ec374a6c3363e549c91dccd559598a7,11949730d44c55add53c6cb78bd7c31a,1c4a88cc4cf916c433b0224d7606789b,['unchecked_low_level_calls'],[104],[4]
SBcurated,0x610495793564aed0f9c7fc48dc4c7c9151d34fd6,main,0x610495793564aed0f9c7fc48dc4c7c9151d34fd6,SimpleWallet,54333990752c100afa6dca3af363c950,82446734e26b80631f9746feeba87e13,0de902a1c8c0557117ad8f6d82976df1,1d86034b075296ce4a4225b46ffda810,['unchecked_low_level_calls'],[104],[4]
SBcurated,0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839-2,main,0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839,TokenBank,d27a1643f2b2c549ebd0f63d9d4eb101,2f430e8e84969ab5df1750540ff0456e,248d826c2e38c41609a3cb2e2d8727ad,bfd9c24958b392914a9e30d50d2f64ea,"['reentrancy', 'unchecked_low_level_calls']","[104, 107]","[1, 4]"
SBcurated,0x663e4229142a27f00bafb5d087e1e730648314c3,main,0x663e4229142a27f00bafb5d087e1e730648314c3,PandaCore,ee2d0eb3ac1a3f690e333ac45e402b55,7e32d54245d14d27e95054c35dc3ee5b,10d6f287c2f6f8b2fd4aa7ac048d1e6b,d5c877270441cba5dc14400c7860b112,['unchecked_low_level_calls'],[104],[4]
SBcurated,0x70f9eddb3931491aab1aeafbc1e7f1ca2a012db4,main,0x70f9eddb3931491aab1aeafbc1e7f1ca2a012db4,HomeyJar,bd0e43984f48cfad5ba6c97ab75ed322,026a2e2b5a761845c7a7712b8eef42dd,0276718d5e1e94d40200fd8b5487bbb3,7374686d17511fd78f3bd460b2d89131,['unchecked_low_level_calls'],[104],[4]
SBcurated,0x7541b76cb60f4c60af330c208b0623b7f54bf615,main,0x7541b76cb60f4c60af330c208b0623b7f54bf615,U_BANK,828105a81b9c451dad83348131c07d5d,1cd91fb958fe4ebc61d4df60f068e0eb,7ba84f0802854c1a01962df0949f7223,807093c9ecd66ae8d3045208c8d3333c,['reentrancy'],[107],[1]
SBcurated,0x7d09edb07d23acb532a82be3da5c17d9d85806b4,main,0x7d09edb07d23acb532a82be3da5c17d9d85806b4,PoCGame,9bffb70a98344520b17d9c750f2e5f69,58e4b68e9f9e4f9ef59892a4ad1da41e,2e15426b4769bed4cdaf22a63f788aa5,9c7d48f84d2203b4c8dc32c40ae0b861,['unchecked_low_level_calls'],[104],[4]
SBcurated,0x806a6bd219f162442d992bdc4ee6eba1f2c5a707,main,0x806a6bd219f162442d992bdc4ee6eba1f2c5a707,Pie,cea02d371a65dbadaa9aee297d8b2476,e22d923944065088b414cbfabaacd452,e7a231e13cb90dcf49070db8650b8f9a,ee8e0d463a8566d2bf0bf0948112b192,['unchecked_low_level_calls'],[104],[4]
SBcurated,0x84d9ec85c9c568eb332b7226a8f826d897e0a4a8,main,0x84d9ec85c9c568eb332b7226a8f826d897e0a4a8,WedIndex,aa90c231c0f3a061aac44f6c11868c29,a3196a8cc9fa0001716450a4bbd4d399,f98950e87ffa4dedf361dbe8f840c95e,b47995b6ed7a2260fa9d2a2204d51f73,['unchecked_low_level_calls'],[104],[4]
SBcurated,lucky_doubler,,,LuckyDoubler,fb3fe23b8f47d6ba8b1baed01f987dae,8e50f9da60963e714b458f092935f422,,,['bad_randomness'],[120],[6]
SBcurated,0x89c1b3807d4c67df034fffb62f3509561218d30b,main,0x89c1b3807d4c67df034fffb62f3509561218d30b,TownCrier,e2e2dfdd5b2aef9cb589386db546b554,83bc1c5632f7c13d088642b75c237160,b825007bbd7148e83de85816047e9771,596b9fc88fedb7d58ab39d30b4ed7e32,['unchecked_low_level_calls'],[104],[4]
SBcurated,0x8c7777c45481dba411450c228cb692ac3d550344,main,0x8c7777c45481dba411450c228cb692ac3d550344,ETH_VAULT,d0a911c3d70d558e4b17ad4008d5c6b2,d980332a32dbee7b0b359c386e636375,2fb1918ed38233a3febe2283f05beaae,2a6ae6a0efcd8720860818e429f8b4f6,['reentrancy'],[107],[1]
SBcurated,0x8fd1e427396ddb511533cf9abdbebd0a7e08da35,main,0x8fd1e427396ddb511533cf9abdbebd0a7e08da35,TokenBank,a58c59c77fda4a8f19ad7d85895cec40,8aec4ea0d433c1839eb4fa501bd7f830,5b88e56a3ba7a0709caa5966890a58cf,ef738ac91764e41d00d7a8502f07b986,['unchecked_low_level_calls'],[104],[4]
SBcurated,0x941d225236464a25eb18076df7da6a91d0f95e9e,main,0x941d225236464a25eb18076df7da6a91d0f95e9e,ETH_FUND,fff6f70ab791abf2b3f03f6871fe929a,767456cda018b41fabbe9a552b570e6b,5fd40163d06a775b8c1a982ac5e3320c,6eeb66dcfc5b87716428d59d979b36be,['reentrancy'],[107],[1]
SBcurated,0x958a8f594101d2c0485a52319f29b2647f2ebc06,main,0x958a8f594101d2c0485a52319f29b2647f2ebc06,Marriage,73ae836135de464262086a9f1961be11,431f3d5b3ab87ad46af5ad73e234e9b6,e132efb114b8e353d6c763dc870f8cd9,85dfe5f2f0cf75b4a096f4eac5a1f2ba,['unchecked_low_level_calls'],[104],[4]
SBcurated,0x96edbe868531bd23a6c05e9d0c424ea64fb1b78b,main,0x96edbe868531bd23a6c05e9d0c424ea64fb1b78b,PENNY_BY_PENNY,6c95c2086e5a58f7a5fbede278fd7aff,786adf5aa7383a273106b73a0f3d7e23,548e513237ecb0a88168bca6214f980f,081f044d52c1c19d428fe961fd6ba6ca,['reentrancy'],[107],[1]
SBcurated,0x9d06cbafa865037a01d322d3f4222fa3e04e5488,main,0x9d06cbafa865037a01d322d3f4222fa3e04e5488,Delta,7fb51a9a6290fee01fec0c1476d1bc79,b2b7f9b28770f322a9caab244987d188,d3b9aab1b6349b39a1112df6bd564948,6deb8ee68b18bfcd9412cd7707908bbc,['unchecked_low_level_calls'],[104],[4]
SBcurated,0xa1fceeff3acc57d257b917e30c4df661401d6431,main,0xa1fceeff3acc57d257b917e30c4df661401d6431,AirDropContract,c08574032605abf376211fabb5906381,f1b8dc3d8508c18a386cfe080a67bd42,f6ef694a1344946d66ea85e598a1b54e,393fd2c16e16f3c9fdb2411be7f0fad3,['unchecked_low_level_calls'],[104],[4]
SBcurated,0xa46edd6a9a93feec36576ee5048146870ea2c3ae,main,0xa46edd6a9a93feec36576ee5048146870ea2c3ae,EBU,ec52fe5519874858981ccf66390fa1f8,fe4db6684826b746892ccd24fa4bbd8d,d0f14e0369e26540a9711782baa9c98d,60b783e8ce1775e66aae21522364d2f0,['unchecked_low_level_calls'],[104],[4]
SBcurated,0xb0510d68f210b7db66e8c7c814f22680f2b8d1d6,main,0xb0510d68f210b7db66e8c7c814f22680f2b8d1d6,Splitter,9bb1fb1316cffac69c99614b026312af,5869c21d99acd5d5c54fd657a4d569cc,e4b903cb1159175ce3f10b76c2702a26,fe1145fc3151d639403d8aa13b52e16a,['unchecked_low_level_calls'],[104],[4]
SBcurated,0xb11b2fed6c9354f7aa2f658d3b4d7b31d8a13b77,main,0xb11b2fed6c9354f7aa2f658d3b4d7b31d8a13b77,DepositProxy,c599ca8789430a35547c945cf7307687,d6bcb4d366c4c92f52f5d62478c3fcac,606f7979f973a8a83fb6accd43a75782,b96736d8cbb84c2c602d769eee92829f,['unchecked_low_level_calls'],[104],[4]
SBcurated,0xb37f18af15bafb869a065b61fc83cfc44ed9cc27,main,0xb37f18af15bafb869a065b61fc83cfc44ed9cc27,SimpleWallet,6d9482b4cd3474f56302fa9e0aa11b9a,9ea39d4fe15d0eb9dcc97a177bb18bd4,7e20f617b3111e279305ea414f8c8e89,7f5d5c6dec53d68caf2a2a27e8a60fc1,['unchecked_low_level_calls'],[104],[4]
SBcurated,0xb5e1b1ee15c6fa0e48fce100125569d430f1bd12,main,0xb5e1b1ee15c6fa0e48fce100125569d430f1bd12,Private_Bank,7c5b0f00a1967841b0776554d987d20c,9dbb1f234e0f7f41d6388272ee619df5,29317a92c0fcdfe39da49a7a17d1695c,b878d0b58338eb37cc78fe6d6326c535,['reentrancy'],[107],[1]
SBcurated,0xb7c5c5aa4d42967efe906e1b66cb8df9cebf04f7,main,0xb7c5c5aa4d42967efe906e1b66cb8df9cebf04f7,keepMyEther,447f15be04cd6f0477f1a0257c881733,19c84826e3c6247fd5d98a45ad123e7f,94634b6c297b145693dd46d1454258e0,a9a82ead9ffb33132fc6771891b13e5b,['unchecked_low_level_calls'],[104],[4]
SBcurated,0xbaa3de6504690efb064420d89e871c27065cdd52,main,0xbaa3de6504690efb064420d89e871c27065cdd52,VaultProxy,6fa603e74548ec06302ec18baa4b9bee,da84f937ba03d4193755429bff9009e8,ae123dda86ce3fda4d6c8e1b8c19d83b,c66455214efa2c94eec5cd200705ce6f,['unchecked_low_level_calls'],[104],[4]
SBcurated,0xbe4041d55db380c5ae9d4a9b9703f1ed4e7e3888,main,0xbe4041d55db380c5ae9d4a9b9703f1ed4e7e3888,MONEY_BOX,b260e0b0ad7cbe377e6f3db1280f014d,698b475c46f4fac4f96b7a0e570d715d,eb8278f28160ccaccb6eef909dcf2b3a,8c2edc4faacf21a21749e77e1ec03164,['reentrancy'],[107],[1]
SBcurated,0xdb1c55f6926e7d847ddf8678905ad871a68199d2,main,0xdb1c55f6926e7d847ddf8678905ad871a68199d2,FreeEth,ca3106b586c62093c3cf5fee986f6da7,b05b7bd2a562c3822faa3f69acf45f37,ea12ab817dec245266985d7236d607d4,1f2b998b20a56a4eabf4833a06de31dd,['unchecked_low_level_calls'],[104],[4]
SBcurated,0xe09b1ab8111c2729a76f16de96bc86a7af837928,main,0xe09b1ab8111c2729a76f16de96bc86a7af837928,FiftyFlip,93c43077891e5b0f76c7c95e2712734e,fb7037628dd93b0c17cfd72830e01d08,92a1700e8d8188b3e206d18c9ca088fc,dd77e451a8df89cafbe2e11e3e00cca5,['unchecked_low_level_calls'],[104],[4]
SBcurated,0xe4eabdca81e31d9acbc4af76b30f532b6ed7f3bf,main,0xe4eabdca81e31d9acbc4af76b30f532b6ed7f3bf,Honey,0c0e4d519a4ee4389b9292f0b149f2d4,f96277159a2d19b0ac8536e9853266ff,8c625f65e1ad8c37a5638b8609382e2f,927e1d54a4e8f9ee5fdae83adb0ad791,['unchecked_low_level_calls'],[104],[4]
SBcurated,0xe82f0742a71a02b9e9ffc142fdcb6eb1ed06fb87,main,0xe82f0742a71a02b9e9ffc142fdcb6eb1ed06fb87,Freebie,814a9f9ceedc8c5059d301ce58bc3a51,fc373999410240a925c1fb57295e02c1,20635df9318889815cc862cd3f28e647,11300c07d9dd1c4298ff8d866b44f323,['unchecked_low_level_calls'],[104],[4]
SBcurated,0xe894d54dca59cb53fe9cbc5155093605c7068220,main,0xe894d54dca59cb53fe9cbc5155093605c7068220,airDrop,33f2be2e1138eeb24108e39c23ed1aac,2cd6d16918bde5eeb4bd436177c61e46,6735b5abd118589bd8042f05c844891f,39f4945c4a85c4b2713b0ebadd852bc7,['unchecked_low_level_calls'],[104],[4]
SBcurated,0xec329ffc97d75fe03428ae155fc7793431487f63,main,0xec329ffc97d75fe03428ae155fc7793431487f63,TokenSender,10a0dbd8490e8e1d2369b66bf7ea6c0c,c0d025541c1df0fad8385fa1539fc509,9e874a1362694876e58eedfef514ca7f,fa2ef47c81c97b5e3b6efa365d84da1a,['unchecked_low_level_calls'],[104],[4]
SBcurated,0xf2570186500a46986f3139f65afedc2afe4f445d,main,0xf2570186500a46986f3139f65afedc2afe4f445d,RealOldFuckMaker,037b28dd4a4145b2363c3e823896d5ba,bf8dcfac539d880ebf94cf159c6500ee,e46ea6f86bc9580a02760f322e69a153,65e493b765f10717c0c862640b4acd93,['unchecked_low_level_calls'],[104],[4]
SBcurated,0xf29ebe930a539a60279ace72c707cba851a57707,main,0xf29ebe930a539a60279ace72c707cba851a57707,B,56f2869b2219a217fa7f0523a3c738f1,63197909588d6745bfeeb6a742f18756,e005556ed5222144b890469ff9ad70f9,75174c36b17cffd237aef284f4d155e5,['unchecked_low_level_calls'],[104],[4]
SBcurated,ERC20,,,ERC20,e451458f0dae796e25f570a8bd4cb2f4,29bc64d7bd5495db0e770b232d1cdfab,,,"['SWC-114', 'front_running']",[114],[7]
SBcurated,FibonacciBalance,,,FibonacciBalance,53c2b5741e328df49c68c1b1b503f490,f36f59a2b57ede4578def39b9034d491,,,['access_control-112'],[112],[2]
SBcurated,FindThisHash,,,FindThisHash,22fc1f0341e063e69a7757e8ce96d153,d00ba9820c67979a54321a02e0f00f8e,,,['front_running'],[114],[7]
SBcurated,blackjack,,,BlackJack,4e549dc1a7f59c779ab614437fd6c26d,49ecd71576939ca8ab56153afe9c0b1c,,,['bad_randomness'],[120],[6]
SBcurated,wallet_04_confused_sign,,,Wallet,353f4415992e2b4ee5c1a0d3e49e95c0,95ea17234175adec925bd0a5d5b17a9b,,,"['SWC-105', 'access_control-105']",[105],[2]
SBcurated,crypto_roulette,main,0x94602b0e2512ddad62a935763bf1277c973b2758,CryptoRoulette,f787a3b683932a30e4beb0e4a57b41f2,f4bc1fead64e0350aac35d19e47d0ea2,3f21348cb73345977c365b25f7610b53,69916099e9b068f51fe422e107987657,"['SWC-109', 'other-109']",[109],[10]
SBcurated,ether_lotto,main,0xa11e4ed59dc94e69612f3111942626ed513cb172,EtherLotto,7f5c1fd4bbfc11ac43e5996e0ed4fbd6,a7c6915361d057d81a8d233801d281a3,0598e1415fab777cc4437d2c60c4db40,3fb765c30d2a58804ab6d8d61005985f,['time_manipulation'],[116],[8]
SBcurated,etheraffle,main,0xcc88937f325d1c6b97da0afdbb4ca542efa70870,Ethraffle_v4b,de92031ec999f534511e6c3f2bed783b,54417aac5c555f565e3e7f59b6edf2d1,ae195206e347c41e563090afb362da39,a24911dabd144954b4a91f304ea045d7,['bad_randomness'],[120],[6]
SBcurated,etherbank,,,EtherBank,27bc70fee1ba95b4278050baa580c02d,4a6401ae0d4d98924ced3c406fd99425,,,['reentrancy'],[107],[1]
SBcurated,etherpot_lotto,,,Lotto,03a00e68822a241ced930d4091b94e60,71cfb3b99bc1bcb8b535f8a1927a4941,,,['unchecked_low_level_calls'],[104],[4]
SBcurated,etherstore,,,EtherStore,a5629f68eab3d1e9a3e5e498e1226677,4edca78bfbc7dd936ecea6902d5670b0,,,['reentrancy'],[107],[1]
SBcurated,governmental_survey,,,Governmental,7c93a9ba30f588db769bcefa1cd334d2,5eaaeb80f5aff7c6b17200384e9216c2,,,['time_manipulation'],[116],[8]
SBcurated,guess_the_random_number,ropsten,0x8bb1bfdb49b4d75b2fa1291e2a897d66cc6717b3,GuessTheRandomNumberChallenge,88d49d35714aa4307486e281736067d2,dacc15e98e9e6e6c781ea2924fed66cf,,,"['SWC-120', 'bad_randomness']",[120],[6]
